country,survey_id,informed_consent,d1_n_birth_year,d1_1_c_range,d2_d_sex,d3_t_gender,d4_t_ethnic_group_bol,d4_t_ethnic_group_per,d4_t_ethnic_group_bra,d5_t_state_bol,d5_t_state_per,d5_t_state_bra,d6_t_county_bol,d6_t_county_per,d6_t_county_bra,d7_c_marital_status,d8_1_n_children_0_3,d8_2_n_children_4_6,d8_3_n_children_7_11,d8_4_n_children_12_17,d9_d_completed_highschool,d9_1_1_d_attended_college,d9_1_2_d_attended_master,d9_1_3_d_attend_doc,d9_1_4_d_attended_postdoc,d9_2_1_d_compl_college,d9_2_2_d_compl_master,d9_2_3_d_compl_doc,d9_2_4_d_compl_postdoc,d9_3_1_c_college_area,d9_3_1_t_college_area_oth,d9_3_2_c_master_area,d9_3_2_t_master_area_oth,d9_3_3_c_doctorate_area,d9_3_3_t_doc_area_oth,d9_3_4_c_postdoc_area,d9_3_4_t_postdoc_area_oth,d10_1_d_student,d10_2_d_intership,d10_3_d_worker,d11_c_professional_area,d11_t_prof_area_oth,d12_1_n_yrs_exp_total,d12_2_1_n_years_exp_tech,d12_2_2_n_years_exp_engr,d12_2_3_n_years_exp_sci,d12_2_4_n_yrs_exp_oth,d13_d_being_in_stem_career,d14_1_d_organizat_leader,d14_2_d_unit_leader,d14_3_d_group_leader,d15_n_women_classroom,d16_n_women_business_unit,d17_n_have_a_laptop,d18_n_have_wifi,d19_n_have_electricity,a1_1_l_snb,a1_2_l_R_snb,a1_3_l_snb,a2_1_l_selfeff,a2_2_l_selfeff,a2_3_l_selfeff,a2_4_l_selfeff,a3_1_l_R_selfconf,a3_2_l_selfconf,a3_3_l_R_selfconf,a3_4_l_selfconf,a3_5_l_selfconf,a3_6_l_R_selfconf,a4_1_l_indep,a4_2_l_indep,a4_3_l_indep,a4_4_l_indep,a5_1_l_female_GI,a5_2_l_R_female_GI,a6_1_l_perceived_GIneq,a6_2_l_perceived_GIneq,a6_3_l_perceived_GIneq,a6_4_l_perceived_GIneq,a7_1_l_bullying,a7_2_l_bullying,a7_3_l_bullying,a7_4_l_bullying,a7_5_l_bullying,a8_1_l_meaning,a8_2_l_meaning,a8_3_l_meaning,b1_1_1_l_nerd,b1_1_2_l_nerd,b1_1_3_l_nerd,b1_1_4_l_nerd,b1_1_5_l_nerd,b1_1_6_l_nerd,b1_2_1_l_genius,b1_2_2_l_genius,b1_2_3_l_genius,b1_2_4_l_R_genius,b2_d_mentor,b2_1_l_mentorship_quality,b2_2_l_mentorship_quality,b2_3_l_mentorship_quality,b3_1_l_R_gender_equality,b3_2_l_gender_equality,b3_3_l_gender_equality,b3_4_l_gender_equality,b3_5_l_gender_equality,b4_1_l_peer_interac,b4_2_l_peer_interac,b4_3_l_peer_interac,b4_4_l_peer_interac,b4_5_l_R_peer_interac,b4_6_l_R_peer_interac,b4_7_l_R_peer_interac,c1_1_l_org_culture,c1_2_l_org_culture,c1_3_l_org_culture,c1_4_l_org_culture,c1_5_l_org_culture,c2_1_l_self_determ,c2_2_l_self_determ,c2_3_l_self_determ,c2_4_l_impact,c2_5_l_impact,c2_6_l_impact,e1_1_l_sexism,e1_2_l_sexism,e1_3_l_sexism,e1_4_l_sexism,e1_5_l_sexism,e1_6_l_sexism,e2_1_l_att_women_mgrs,e2_2_l_att_women_mgrs,e2_3_l_R_att_women_mgrs,e2_4_l_R_att_women_mgrs,e2_5_l_att_women_mgrs,e2_6_l_R_att_women_mgrs,e2_7_l_R_att_women_mgrs,e3_1_l_women_stereotypes,e3_2_l_women_stereotypes,e3_3_l_women_stereotypes,e3_4_l_women_stereotypes,e3_5_l_women_stereotypes,e3_6_l_women_stereotypes,e3_7_l_women_stereotypes,e3_8_l_R_women_stereotypes,f1_1_l_family_supp,f1_2_l_family_supp,f1_3_l_family_supp,f1_4_l_family_supp,f1_5_l_family_supp,f1_6_l_R_family_supp,f2_1_l_parental_expect,f2_2_l_parental_expect,f2_3_l_parental_expect,f2_4_l_parental_expect,f2_5_l_X_parental_expect,f3_1_d_parent_college,f3_2_d_parent_college_stem,g1_1_l_stem_interest,g1_2_l_stem_interest,g1_3_l_stem_interest,g1_4_l_stem_interest,g1_5_l_stem_interest,g2_1_1_l_mtl_aff_ident,g2_1_2_l_R_mtl_aff_ident,g2_1_3_l_R_mtl_aff_ident,g2_1_4_l_mtl_aff_ident,g2_1_5_l_R_mtl_aff_ident,g2_1_6_l_mtl_aff_ident,g2_1_7_l_R_mtl_aff_ident,g2_1_8_l_mtl_aff_ident,g2_1_9_l_mtl_aff_ident,g2_2_1_l_mtl_soc_norm,g2_2_2_l_mtl_soc_norm,g2_2_3_l_mtl_soc_norm,g2_2_4_l_mtl_soc_norm,g2_2_5_l_mtl_soc_norm,g2_2_6_l_mtl_soc_norm,g2_2_7_l_mtl_soc_norm,g2_2_8_l_mtl_soc_norm,g2_2_9_l_R_mtl_soc_norm,g3_01_l_policy_importance,g3_02_l_policy_importance,g3_03_l_policy_importance,g3_04_l_policy_importance,g3_05_l_policy_importance,g3_06_l_policy_importance,g3_07_l_policy_importance,g3_08_l_policy_importance,g3_09_l_policy_importance,g3_10_l_policy_importance,g3_11_l_policy_importance,g4_01_l_policy_existence,g4_02_l_policy_existence,g4_03_l_policy_existence,g4_04_l_policy_existence,g4_05_l_policy_existence,g4_06_l_policy_existence,g4_07_l_policy_existence,g4_08_l_policy_existence,g4_09_l_policy_existence,g4_10_l_policy_existence,g4_11_l_policy_existence,g5_01_l_barriers,g5_02_l_barriers,g5_03_l_barriers,g5_04_l_barriers,g5_05_l_barriers,g5_06_l_barriers,g5_07_l_barriers,g5_08_l_barriers,g5_09_l_barriers,g5_10_l_barriers,g5_11_l_barriers,g6_d_open_data_impor,g7_d_it_area,problem_case
Bolivia,BOL0011,1,1988,1981-1996,1,Femenino,Mestizo(a),NA,NA,La Paz,NA,NA,El Alto,NA,NA,1,0,0,0,0,1,1,0,0,1,1,NA,NA,1,1,,NA,,NA,,1,,1,0,0,NA,,0,0,0,0,0,1,0,0,0,40,80,1,0,1,5,6,6,6,6,6,6,1,5,1,5,6,1,5,2,5,6,2,5,5,7,2,7,2,2,2,5,2,7,7,7,2,2,2,2,2,5,3,5,6,5,1,6,6,6,5,5,5,6,5,6,6,6,6,5,5,5,NA,NA,NA,NA,NA,6,6,6,5,5,5,2,1,2,2,2,2,2,6,2,2,6,2,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,2,2,6,6,2,0,0,7,7,7,7,7,2,5,6,5,6,5,6,2,6,6,6,5,6,5,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,2,2,2,2,6,6,2,6,6,6,6,1,0,0
Bolivia,BOL0012,1,1974,1965-1980,1,No binario,Aymara,NA,NA,La Paz,NA,NA,El Alto,NA,NA,2,0,0,0,0,1,1,0,0,0,1,NA,NA,NA,5,,NA,,NA,,NA,,0,0,1,17,Ong,17,0,0,0,17,0,1,1,1,60,90,1,1,1,2,1,2,4,7,4,4,4,4,4,4,4,4,7,7,7,7,6,6,6,4,4,6,4,4,4,4,4,7,7,7,4,4,4,4,4,4,4,4,4,4,0,NA,NA,NA,4,7,7,4,4,6,6,6,6,2,2,4,6,6,6,7,4,6,6,6,6,5,6,2,2,2,2,2,2,4,4,2,2,2,2,2,6,6,5,6,6,6,6,4,6,6,6,6,6,2,2,2,4,4,2,1,0,4,4,4,4,4,4,2,4,6,4,6,4,6,6,6,6,4,6,4,4,6,4,2,6,7,7,7,6,4,6,6,4,6,4,7,7,7,4,4,2,5,4,4,6,2,2,2,2,2,2,4,4,2,2,2,4,998,0,0
Bolivia,BOL0013,1,1974,1965-1980,1,No sabe,Aymara,NA,NA,La Paz,NA,NA,El Alto,NA,NA,2,0,0,0,3,1,1,0,0,0,1,NA,NA,NA,2,,NA,,NA,,NA,,0,0,1,16,,25,0,25,0,0,1,1,0,0,4,5,1,1,1,4,5,6,7,7,7,7,2,7,2,7,7,2,7,7,7,7,5,6,4,7,1,7,7,7,4,7,7,7,7,7,7,3,4,7,4,5,7,7,7,7,1,4,7,7,4,7,4,4,4,4,4,4,4,7,4,7,4,4,6,6,4,7,6,7,7,4,7,5,5,2,6,4,4,4,7,1,2,7,2,2,7,7,7,4,7,7,7,1,7,7,7,7,7,1,2,1,2,2,5,0,0,7,7,7,7,7,7,1,7,7,7,7,1,6,1,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,7,5,7,7,5,998,1,0
Bolivia,BOL0014,1,1996,1981-1996,1,No sabe,Aymara,NA,NA,La Paz,NA,NA,El Alto,NA,NA,1,0,0,0,0,1,1,0,0,0,1,NA,NA,NA,2,,NA,,NA,,NA,,1,0,0,NA,,0,0,0,0,0,1,0,0,0,12,70,1,1,1,1,6,5,6,6,6,6,1,4,2,6,1,2,4,1,6,5,6,5,2,6,2,6,1,2,2,2,2,6,6,5,2,2,1,5,1,2,4,4,2,2,1,4,6,4,6,6,4,6,6,4,6,4,6,4,2,5,NA,NA,NA,NA,NA,6,6,6,4,4,6,2,2,2,2,2,2,2,2,6,2,6,2,6,6,6,6,6,6,6,2,2,6,6,6,6,6,2,5,5,6,5,2,0,0,6,6,6,6,6,2,6,6,5,2,2,6,6,6,6,6,2,6,2,5,5,5,2,4,4,6,4,5,4,4,4,2,6,6,4,1,4,4,4,3,4,4,4,4,6,4,4,4,3,4,4,3,4,4,3,4,999,1,0
Bolivia,BOL0015,1,1976,1965-1980,0,No sabe,Otro,NA,NA,Cochabamba,NA,NA,Cochabamba Cercado,NA,NA,1,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,4,,NA,,NA,,NA,,1,0,0,NA,,0,0,0,0,0,1,0,0,1,70,60,1,1,1,6,3,4,6,7,7,7,5,6,2,7,1,4,7,7,7,6,4,4,1,7,2,1,7,7,5,6,2,6,6,6,4,6,1,1,2,4,4,4,1,3,1,1,7,7,5,7,7,3,3,3,5,4,5,6,6,6,NA,NA,NA,NA,NA,5,6,6,5,4,5,1,1,1,1,1,1,4,1,1,2,7,1,1,6,4,4,4,4,6,5,2,6,6,1,6,6,1,4,1,6,4,1,0,0,5,4,6,5,6,4,1,1,4,5,3,4,4,3,5,4,1,5,4,4,4,4,4,6,7,6,4,5,6,6,4,6,6,6,6,7,6,6,6,7,5,4,6,6,6,1,4,5,1,1,2,1,1,4,1,1,1,0,0
Bolivia,BOL0016,1,2004,1997-2005,1,No sabe,Otro,NA,NA,Santa Cruz,NA,NA,Santa Cruz de la Sierra,NA,NA,1,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,2,,NA,,NA,,NA,,1,0,0,NA,,0,0,0,0,0,1,0,0,0,5,65,0,1,1,4,4,5,4,7,7,5,2,3,4,4,2,4,7,6,7,7,4,7,7,7,7,6,7,2,5,2,2,7,6,7,7,4,4,4,5,5,5,4,6,6,0,NA,NA,NA,4,5,4,2,4,6,6,5,3,7,1,4,NA,NA,NA,NA,NA,5,6,4,5,7,4,4,4,1,5,1,5,4,7,7,5,6,3,4,2,2,6,5,6,2,4,1,1,2,2,6,3,5,1,4,4,4,5,0,0,6,6,6,6,6,5,2,2,6,4,4,2,6,4,6,6,6,2,5,3,6,4,2,4,7,5,4,4,6,4,4,5,5,6,6,5,1,6,6,6,6,5,4,6,5,6,4,6,4,4,4,4,6,4,4,5,1,1,0
Bolivia,BOL0017,1,1993,1981-1996,1,Genderqueer,Mestizo(a),NA,NA,La Paz,NA,NA,Nuestra señora de La Paz,NA,NA,2,1,1,0,0,1,1,0,0,0,1,NA,NA,NA,2,,NA,,NA,,NA,,0,0,1,16,,10,0,10,0,0,1,0,0,0,35,60,1,1,1,4,4,3,6,6,7,7,1,6,4,7,7,1,7,7,7,7,4,2,4,7,1,7,4,4,4,4,5,7,7,7,1,1,1,1,4,7,7,7,7,7,0,NA,NA,NA,7,7,6,7,6,4,1,3,6,7,4,7,7,2,7,3,4,3,6,6,4,4,6,4,5,4,5,5,7,2,1,4,3,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,7,1,1,1,7,7,7,7,7,7,1,1,7,1,6,6,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,4,6,6,6,5,6,5,6,6,998,1,0
Bolivia,BOL0018,1,1996,1981-1996,1,Genderqueer,Blanco(a),NA,NA,La Paz,NA,NA,El Alto,NA,NA,1,0,0,0,0,1,1,0,0,0,1,NA,NA,NA,2,,NA,,NA,,NA,,0,0,1,14,,5,0,2,0,3,1,0,0,0,40,30,1,1,1,4,5,3,6,6,6,6,1,6,2,6,4,1,6,2,7,7,6,3,5,5,5,5,5,2,4,2,4,7,7,7,2,4,2,2,2,4,4,5,5,5,0,NA,NA,NA,5,5,6,6,6,4,6,6,5,5,4,6,6,6,6,6,3,5,5,6,5,4,4,5,4,4,4,4,6,2,6,4,4,6,2,2,6,6,6,6,6,6,5,5,7,7,7,7,7,6,4,4,4,4,4,0,0,6,6,5,6,6,4,4,5,2,6,4,5,3,4,5,5,4,6,4,5,6,3,3,5,3,1,2,2,3,1,2,2,2,2,5,3,5,4,4,4,2,4,3,5,2,4,3,3,6,4,4,2,5,3,2,4,998,1,0
Bolivia,BOL0019,1,1974,1965-1980,0,Genderqueer,Quechua,NA,NA,La Paz,NA,NA,Nuestra señora de La Paz,NA,NA,3,0,0,0,0,1,1,0,0,0,1,NA,NA,NA,3,,NA,,NA,,NA,,0,0,1,5,,30,0,3,1,26,1,1,1,1,15,30,1,1,1,4,7,2,6,6,6,6,1,6,4,6,5,2,6,4,6,6,6,4,4,4,4,4,4,4,4,4,4,6,6,6,6,7,4,6,7,6,6,6,5,4,0,NA,NA,NA,2,2,2,2,2,4,6,6,6,2,2,4,2,4,2,2,2,6,6,6,5,6,5,6,6,6,6,6,6,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,2,4,6,6,6,2,1,0,6,6,6,6,6,6,2,4,6,4,6,4,2,6,5,2,5,4,6,4,6,2,4,6,6,6,4,2,2,6,2,2,4,2,4,2,6,2,2,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,0,0,0
Bolivia,BOL0020,1,2001,1997-2005,0,Genderqueer,Mestizo(a),NA,NA,La Paz,NA,NA,El Alto,NA,NA,1,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,3,,NA,,NA,,NA,,1,0,0,NA,,0,0,0,0,0,1,0,0,1,60,8,1,1,1,4,5,3,5,7,5,7,4,6,3,5,4,3,6,1,5,7,7,4,4,7,5,5,3,4,2,5,4,5,3,6,6,2,4,2,4,5,4,4,7,5,0,NA,NA,NA,2,5,4,6,4,5,6,5,5,1,3,5,NA,NA,NA,NA,NA,5,5,5,7,7,7,6,5,5,7,4,6,2,2,2,4,7,4,4,5,6,6,6,6,7,7,1,1,2,1,1,1,6,3,1,2,1,7,0,0,7,7,6,7,7,5,2,3,6,6,6,5,6,4,6,6,5,5,4,4,6,6,4,6,6,7,5,5,6,5,4,2,7,5,6,4,6,5,5,5,6,4,4,7,6,5,6,6,4,4,5,4,4,4,4,6,1,0,0
Bolivia,BOL0021,1,1995,1981-1996,1,Transgénero,Otro,NA,NA,La Paz,NA,NA,El Alto,NA,NA,1,0,0,0,0,1,1,0,0,0,1,NA,NA,NA,2,,NA,,NA,,NA,,0,0,1,16,,1,0,1,0,0,1,0,0,0,30,20,1,0,1,3,6,3,3,6,6,6,1,6,2,6,4,2,6,2,6,6,3,5,5,6,5,6,3,3,3,3,3,6,6,6,4,3,2,4,5,3,5,5,6,6,1,7,6,6,5,5,3,4,3,6,6,6,6,2,5,6,3,6,5,6,3,6,5,6,6,3,6,5,3,3,3,4,2,2,5,2,2,6,2,2,6,6,5,5,5,6,6,5,3,6,1,2,6,6,2,2,2,2,6,1,1,6,7,7,7,7,6,2,2,5,3,6,3,5,6,6,6,6,3,6,5,6,3,3,4,7,7,7,7,7,7,6,6,7,7,4,4,5,4,4,4,4,4,4,4,4,6,7,2,6,6,5,3,6,5,6,6,998,1,0
Bolivia,BOL0022,1,1993,1981-1996,0,Transgénero,Mestizo(a),NA,NA,Santa Cruz,NA,NA,Santa Cruz de la Sierra,NA,NA,1,0,0,0,0,1,1,0,0,0,1,NA,NA,NA,6,,NA,,NA,,NA,,0,0,1,13,,6,0,0,1,5,0,0,0,0,50,32,1,1,1,2,5,5,2,4,2,2,2,5,5,5,4,1,6,5,6,6,7,3,4,6,5,3,2,2,2,2,2,6,6,6,4,1,2,4,5,5,1,5,5,4,0,NA,NA,NA,4,6,6,6,6,5,6,5,4,4,5,5,6,5,4,6,4,6,6,6,6,6,7,2,2,6,2,3,7,4,4,3,3,2,4,3,6,4,7,6,6,7,7,2,4,4,4,4,4,2,2,3,2,5,5,0,0,6,6,6,6,4,5,2,2,5,5,2,7,5,3,7,6,6,1,6,6,6,7,3,7,7,6,6,5,5,6,1,2,6,3,5,2,3,2,6,6,5,2,6,3,5,4,4,4,2,4,2,4,4,4,4,4,1,0,0
Bolivia,BOL0023,1,1996,1981-1996,0,No binario,No sabe,NA,NA,Cochabamba,NA,NA,Cochabamba Cercado,NA,NA,1,0,0,0,0,1,1,0,0,0,1,NA,NA,NA,5,,NA,,NA,,NA,,0,0,1,17,Trabaja en el area de salud,5,0,0,3,2,0,0,0,0,70,60,1,1,1,1,7,1,5,6,5,7,2,5,2,5,4,2,7,2,5,5,5,3,3,1,2,6,3,3,2,6,5,6,6,6,6,6,5,4,4,6,5,3,2,4,0,NA,NA,NA,5,6,6,5,4,5,5,5,6,4,6,6,6,4,6,6,2,6,6,5,4,2,1,2,2,2,5,3,2,6,3,1,2,6,2,6,6,5,6,6,5,6,6,2,6,5,6,6,6,5,2,2,4,4,2,1,1,5,5,4,6,5,2,6,6,2,6,2,6,2,1,2,4,2,6,4,6,2,5,4,7,7,7,6,7,7,6,6,7,7,6,6,6,4,6,5,4,2,5,6,5,1,5,7,6,6,7,2,6,5,6,6,6,1,0,0
Bolivia,BOL0024,1,2003,1997-2005,0,No binario,Mestizo(a),NA,NA,Cochabamba,NA,NA,Cochabamba Cercado,NA,NA,1,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,3,,NA,,NA,,NA,,1,0,0,NA,,0,0,0,0,0,1,0,0,1,65,998,1,0,1,3,6,2,6,3,6,6,2,6,2,2,2,2,3,2,3,6,6,2,2,6,2,2,5,6,5,6,2,6,6,6,5,6,5,6,5,5,5,2,5,3,0,NA,NA,NA,5,6,5,3,3,5,6,6,6,2,5,6,NA,NA,NA,NA,NA,6,6,6,6,5,5,5,5,3,5,3,3,6,6,2,2,6,2,2,5,5,5,3,5,5,5,3,6,5,5,5,5,5,2,2,6,2,2,0,0,5,5,6,6,6,3,3,3,3,5,5,3,5,3,5,5,5,2,5,6,3,5,2,6,6,6,5,5,6,6,5,6,5,5,6,6,6,3,3,5,5,5,6,6,5,6,5,5,5,5,5,5,5,5,3,5,1,0,0
Bolivia,BOL0025,1,2004,1997-2005,1,No binario,Mestizo(a),NA,NA,La Paz,NA,NA,El Alto,NA,NA,1,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,2,,NA,,NA,,NA,,1,0,0,NA,,0,0,0,0,0,1,0,0,0,48,998,1,1,1,3,3,2,4,4,5,4,4,3,4,2,4,4,1,1,2,3,4,7,1,4,1,4,5,3,4,4,6,6,6,6,4,4,1,4,1,7,2,1,1,4,0,NA,NA,NA,4,4,4,4,6,4,4,6,6,4,4,3,NA,NA,NA,NA,NA,1,1,1,1,2,4,6,4,4,4,2,4,2,1,2,2,4,1,2,4,4,4,4,4,4,4,4,1,3,2,3,3,6,2,1,5,1,6,0,0,4,6,4,4,4,2,6,7,1,7,1,5,1,4,3,4,6,1,7,2,1,4,7,5,5,7,2,5,5,5,5,5,4,4,4,4,7,4,6,4,4,4,4,4,4,2,4,6,2,5,2,6,5,4,2,2,1,1,0
Bolivia,BOL0026,1,1992,1981-1996,0,Masculino,Mestizo(a),NA,NA,Santa Cruz,NA,NA,Santa Cruz de la Sierra,NA,NA,2,1,0,0,0,1,1,0,0,0,1,NA,NA,NA,3,,NA,,NA,,NA,,0,0,1,4,VENTAS,10,0,0,0,10,0,0,0,0,10,30,1,1,1,2,5,2,5,6,3,5,1,7,1,7,6,1,6,7,6,6,6,3,6,6,4,5,2,2,2,6,6,6,6,6,6,3,7,6,3,3,6,6,6,6,0,NA,NA,NA,2,6,5,6,6,6,6,6,7,7,6,6,6,6,6,7,6,7,6,6,7,7,7,1,1,2,1,1,1,4,7,2,4,7,2,3,6,6,6,7,7,6,6,1,7,7,7,6,6,1,6,7,6,5,6,0,0,4,4,5,4,5,5,3,6,6,5,6,6,4,6,6,5,5,6,5,6,6,5,5,5,5,6,4,5,5,4,5,5,6,5,5,5,5,5,5,6,5,5,6,5,5,3,3,3,3,3,2,3,3,3,4,4,1,0,0
Bolivia,BOL0027,1,1996,1981-1996,0,Masculino,Mestizo(a),NA,NA,Santa Cruz,NA,NA,Santa Cruz de la Sierra,NA,NA,2,0,0,0,0,1,1,0,0,0,1,NA,NA,NA,3,,NA,,NA,,NA,,0,0,1,4,VENDEDOR DE PRODUCTOS MASIVOS,6,0,0,0,6,0,0,0,0,50,40,1,1,1,1,5,1,4,6,4,4,1,6,1,6,6,1,7,6,6,6,4,3,3,4,5,4,2,1,1,1,1,5,6,6,4,2,4,2,6,3,5,5,3,2,0,NA,NA,NA,2,6,3,4,5,5,6,5,5,5,5,5,5,5,6,6,5,6,6,5,6,6,5,2,2,6,2,2,5,5,5,4,5,6,4,6,6,6,5,6,5,6,5,6,6,6,6,6,6,1,6,6,5,4,2,1,0,5,3,3,5,4,5,7,5,6,5,6,5,5,5,6,6,6,5,5,6,5,5,5,5,5,7,5,5,6,5,6,5,5,5,4,5,6,5,6,6,4,5,6,5,6,4,4,4,2,4,3,4,3,3,4,4,1,0,0
Bolivia,BOL0028,1,1989,1981-1996,0,Masculino,Mulato(a),NA,NA,Cochabamba,NA,NA,Cochabamba Cercado,NA,NA,1,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,1,,NA,,NA,,NA,,1,1,0,4,Vendedor,10,0,0,6,4,1,0,0,0,80,60,0,1,1,1,2,3,7,7,7,7,1,3,1,7,7,1,5,4,4,7,4,3,1,7,4,7,4,4,4,4,7,7,7,7,4,4,4,4,4,4,4,4,5,4,0,NA,NA,NA,4,6,6,6,6,6,4,6,4,2,2,4,4,4,4,6,4,6,6,6,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,5,6,6,6,5,4,2,5,5,1,1,7,7,7,6,5,6,5,5,6,5,5,6,5,6,5,6,5,5,5,5,6,6,5,5,4,4,4,5,4,4,4,4,6,5,4,4,4,4,4,4,3,4,4,4,4,2,2,2,2,2,4,2,4,4,2,2,999,0,0
Bolivia,BOL0029,1,1977,1965-1980,0,Masculino,Blanco(a),NA,NA,Santa Cruz,NA,NA,Santa Cruz de la Sierra,NA,NA,2,0,0,1,1,1,1,0,0,0,1,NA,NA,NA,6,,NA,,NA,,NA,,0,0,1,17,turismo,24,0,0,0,24,0,1,0,0,50,80,1,1,1,1,7,1,6,7,6,7,1,6,1,6,6,1,7,7,7,7,2,7,4,4,4,5,1,1,1,1,1,7,7,7,4,4,4,4,4,4,4,4,4,4,1,6,6,6,6,7,7,6,5,7,6,6,6,1,1,1,7,7,6,1,1,7,7,7,7,7,7,1,1,1,1,1,1,4,7,1,1,6,1,1,5,5,5,5,5,5,5,5,7,7,7,7,7,1,7,7,7,7,1,1,1,4,4,4,4,4,6,2,1,6,1,6,2,6,1,6,6,7,6,6,6,6,6,1,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,999,0,0
Bolivia,BOL0030,1,1989,1981-1996,0,Masculino,Mestizo(a),NA,NA,Santa Cruz,NA,NA,Santa Cruz de la Sierra,NA,NA,2,0,0,1,0,1,1,0,0,0,1,NA,NA,NA,5,,NA,,NA,,NA,,0,0,1,11,TRABAJA EN EL AEROPUERTO VIRU VIRU  VERIFICADORDE VUELO,10,0,0,2,8,0,0,0,0,30,40,1,1,1,2,6,4,5,6,1,5,1,6,1,6,5,1,7,7,7,7,4,6,6,7,6,6,1,1,5,3,2,6,6,6,4,2,3,5,6,2,7,6,6,7,0,NA,NA,NA,2,6,6,5,6,5,5,5,5,4,5,4,5,4,5,5,5,6,6,6,5,6,5,4,2,4,2,4,5,5,6,3,5,6,4,6,5,7,6,6,5,7,6,3,6,7,7,7,6,2,5,5,6,6,2,0,0,5,4,3,4,5,4,4,5,5,5,5,5,5,4,5,4,5,6,4,5,5,5,4,5,6,7,6,6,6,5,6,6,7,6,4,6,7,5,7,4,5,5,4,5,1,5,5,2,5,3,5,5,5,5,5,4,1,0,0
Bolivia,BOL0031,1,1981,1981-1996,0,Masculino,Mestizo(a),NA,NA,La Paz,NA,NA,El Alto,NA,NA,2,2,0,0,0,1,1,0,0,0,1,NA,NA,NA,5,TECNOMOGIA DE INFORMACION Y COMUNICACION,NA,,NA,,NA,,0,0,1,10,TELECOMUNUCACIONES Y DOCENCIA,5,0,0,0,5,1,0,1,1,15,25,1,1,1,2,7,2,7,7,7,7,1,6,1,5,6,1,7,7,7,7,1,5,7,5,5,6,1,1,2,1,7,7,7,7,2,2,3,2,2,3,3,2,5,2,1,5,5,7,5,5,5,6,6,5,7,6,7,2,6,6,1,2,5,5,5,7,7,5,7,7,7,1,1,1,1,1,6,6,6,5,5,5,5,6,5,5,5,5,5,5,5,5,6,6,7,7,7,1,1,1,1,5,1,0,0,6,6,7,5,6,7,5,2,5,6,7,7,6,6,6,5,6,6,6,6,6,6,6,5,6,6,5,5,6,5,5,7,5,6,5,5,6,5,5,5,6,5,6,5,5,5,6,6,5,6,5,5,5,6,5,6,1,0,0
Bolivia,BOL0032,1,1996,1981-1996,0,Masculino,Blanco(a),NA,NA,Santa Cruz,NA,NA,Santa Cruz de la Sierra,NA,NA,1,0,0,0,0,1,1,0,0,0,1,NA,NA,NA,4,,NA,,NA,,NA,,0,0,1,17,SPICOLOGIA SECTOR PRIVADO,3,0,0,0,3,0,0,0,0,50,50,1,1,1,1,5,1,4,7,5,5,1,7,1,7,7,1,7,7,7,7,2,7,5,6,7,7,1,1,1,1,1,7,7,7,1,1,1,1,4,1,5,4,4,1,0,NA,NA,NA,1,7,7,7,7,7,7,7,7,1,7,4,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,7,7,1,1,7,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,1,5,4,4,5,1,0,0,5,5,5,5,5,5,4,1,3,2,7,3,5,4,5,5,5,4,4,4,5,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,1,1,1,1,1,2,1,1,1,1,5,1,0,0
